appmetrica_device_id,city,publisher_name,tracker_name,click_datetime
5145024728279166516,,Google Ads,ЧоПочом (com.intervale.sendme),2020-07-10 14:05:12
15656139034299806260,Karaganda,Google Ads,ЧоПочом (com.intervale.sendme),2020-07-11 19:01:17
5184936491816919422,Yerevan,Google Ads,ЧоПочом (com.intervale.sendme),2020-07-12 16:36:36
9106510467185244217,Dushanbe,Google Ads,ЧоПочом (com.intervale.sendme),2020-07-15 16:12:10
15692341380542228224,Karaganda,,Google Play,0000-00-00 00:00:00
14546185898368273189,Atyrau,,Google Play,0000-00-00 00:00:00
5095227739082297115,Nur-Sultan,,Google Play,0000-00-00 00:00:00
12233769666471019356,Tashkent,,Google Play,0000-00-00 00:00:00
18206960242075588486,Moscow,,Google Play,0000-00-00 00:00:00
13293750936826377769,Kaliningrad,,Google Play,0000-00-00 00:00:00
1615801347220457599,Tel Aviv,,Google Play,0000-00-00 00:00:00
2155845186035546400,,,Google Play,0000-00-00 00:00:00
13441056715571823613,,,Google Play,0000-00-00 00:00:00
14541494555274546109,Tashkent,,Google Play,0000-00-00 00:00:00
12867417930148092847,Kishinev,,Google Play,0000-00-00 00:00:00
13401564093069245945,Kyzylorda,,Google Play,0000-00-00 00:00:00
17079883739715010974,Warsaw,,Google Play,0000-00-00 00:00:00
2423617805344360816,Gyumri,,Google Play,0000-00-00 00:00:00
14141427481673823241,,,Google Play,0000-00-00 00:00:00
12133198836474732243,,,Google Play,0000-00-00 00:00:00
14061641452496826198,Bishkek,,unknown,0000-00-00 00:00:00
16281752303198123079,,,Google Play,0000-00-00 00:00:00
4283153402483542091,Vladikavkaz,,Google Play,0000-00-00 00:00:00
4454629412842800486,Moscow,,Google Play,0000-00-00 00:00:00
15628212767963071051,Sochi,,Google Play,0000-00-00 00:00:00
2331567631709090916,Nur-Sultan,,Google Play,0000-00-00 00:00:00
258537739010324682,,,Google Play,0000-00-00 00:00:00
312202901812025891,,,Google Play,0000-00-00 00:00:00
5601849299503489348,,,Google Play,0000-00-00 00:00:00
5992713788374844664,Taraz,,Google Play,0000-00-00 00:00:00
14610005922386543128,Moscow,,Google Play,0000-00-00 00:00:00
8233425141840517887,Kazan,,Google Play,0000-00-00 00:00:00
14051928120064388296,,,Google Play,0000-00-00 00:00:00
10259533038288184527,Warsaw,,Google Play,0000-00-00 00:00:00
16131768048301579068,Vladivostok,,Google Play,0000-00-00 00:00:00
593611547803027656,,,Google Play,0000-00-00 00:00:00
2682422362629290705,Petropavlovsk,,Google Play,0000-00-00 00:00:00
3218400763524028409,Aktobe,,Google Play,0000-00-00 00:00:00
5129393339512791452,Samara,,Google Play,0000-00-00 00:00:00
7278888244041745471,,,Google Play,0000-00-00 00:00:00
13431702751359020314,Perm,,unknown,0000-00-00 00:00:00
15051496540048328727,Moscow,,Google Play,0000-00-00 00:00:00
14983029440935581150,Ashgabat,,Google Play,0000-00-00 00:00:00
4043314531642796172,Gukovo,,Google Play,0000-00-00 00:00:00
7075093234210591946,,,Google Play,0000-00-00 00:00:00
15205857448281768752,Minsk,,Google Play,0000-00-00 00:00:00
15145008294614893696,Surgut,,Google Play,0000-00-00 00:00:00
14417006928334661400,Bishkek,,Google Play,0000-00-00 00:00:00
2556846479358427110,Moscow,,Google Play,0000-00-00 00:00:00
8514738546455451563,Omsk,,Google Play,0000-00-00 00:00:00
10120216774993188173,Khabarovsk,,Google Play,0000-00-00 00:00:00
16658775926707603336,Saint Petersburg,,Google Play,0000-00-00 00:00:00
10860319526165363728,Tashkent,,Google Play,0000-00-00 00:00:00
7736452815588698398,Gomel,,Google Play,0000-00-00 00:00:00
5674145332955644463,,,Google Play,0000-00-00 00:00:00
8992685105087232265,Minsk,,Google Play,0000-00-00 00:00:00
5056772327483494443,Hamburg,,Google Play,0000-00-00 00:00:00
6248387129723711536,Moscow,,unknown,0000-00-00 00:00:00
1785847964850894771,Vitebsk,,Google Search,0000-00-00 00:00:00
7906417013484430929,Moscow,,Google Play,0000-00-00 00:00:00
15295101727217022829,Bishkek,,Google Play,0000-00-00 00:00:00
11262183610760123927,Dushanbe,Google Ads,ЧоПочом (com.intervale.sendme),2020-07-10 03:28:35
18072027359976122799,Osh,,Google Play,0000-00-00 00:00:00
12021665423937157096,Tashkent,,Google Play,0000-00-00 00:00:00
7950594246266093922,,,Google Play,0000-00-00 00:00:00
16515267687029175339,Nur-Sultan,,Google Play,0000-00-00 00:00:00
8386734532700676615,Tashkent,,Google Play,0000-00-00 00:00:00
5639894088570203525,,,Google Play,0000-00-00 00:00:00
7018878790472157774,Nur-Sultan,,Google Play,0000-00-00 00:00:00
15544200903602167502,,,Google Play,0000-00-00 00:00:00
13648575330677028938,Petropavlovsk,,Google Play,0000-00-00 00:00:00
15967282736631973595,Kishinev,,Google Play,0000-00-00 00:00:00
14666356730106603460,Moscow,,Google Play,0000-00-00 00:00:00
15383078133970501256,Dushanbe,,Google Play,0000-00-00 00:00:00
1060960798246032399,Tashkent,,Google Play,0000-00-00 00:00:00
18276271335849781898,Nur-Sultan,,Google Play,0000-00-00 00:00:00
9357428576995510393,Almaty,,Google Play,0000-00-00 00:00:00
11521401517120124264,,,Google Play,0000-00-00 00:00:00
13240201747247929098,Tuapse,,Google Play,0000-00-00 00:00:00
4081006697754252329,Grodno,,Google Play,0000-00-00 00:00:00
6792431654112160557,Minsk,,Google Play,0000-00-00 00:00:00
1851796936107438550,,,Google Play,0000-00-00 00:00:00
7439823054242177412,,,Google Play,0000-00-00 00:00:00
7109701541173646994,,,Google Play,0000-00-00 00:00:00
16841392126170779192,Saint Petersburg,,Google Play,0000-00-00 00:00:00
5237110661690114396,Kobrin,,Google Play,0000-00-00 00:00:00
15977314546058428136,,,Google Play,0000-00-00 00:00:00
13344176700513920223,Moscow,,Google Play,0000-00-00 00:00:00
17637346816201488413,Moscow,,Google Play,0000-00-00 00:00:00
16978536935138507166,Moscow,,Google Play,0000-00-00 00:00:00
2527509562090577872,Kyiv,,unknown,0000-00-00 00:00:00
2644620224815805577,Grozniy,,Google Play,0000-00-00 00:00:00
6176589682130812226,Novosibirsk,,Google Play,0000-00-00 00:00:00
15869611711652977803,Pavlodar,,Google Play,0000-00-00 00:00:00
17397516310745173208,Nur-Sultan,,unknown,0000-00-00 00:00:00
17899103914865707304,Moscow,,unknown,0000-00-00 00:00:00
12919700893523657026,Tashkent,,Google Play,0000-00-00 00:00:00
1028169184219235280,,,Google Play,0000-00-00 00:00:00
4210884569452497334,Pavlodar,,Google Play,0000-00-00 00:00:00
17892843998931582404,Baku,,Google Play,0000-00-00 00:00:00
1834707749843603429,Baku,,Google Play,0000-00-00 00:00:00
17096754353567521534,,,Google Play,0000-00-00 00:00:00
4052727073041040895,Tashkent,,Google Play,0000-00-00 00:00:00
5185107298188140674,Karaganda,,Google Play,0000-00-00 00:00:00
12282535483377810337,Moscow,,Google Play,0000-00-00 00:00:00
18016046878232497842,,,Google Play,0000-00-00 00:00:00
1276763550431120535,Semey,,Google Play,0000-00-00 00:00:00
1735425426955707766,Moscow,,Google Play,0000-00-00 00:00:00
5692559003543965979,Saint Petersburg,,Google Play,0000-00-00 00:00:00
5901138122300935392,Moscow,,unknown,0000-00-00 00:00:00
9074740434452887944,Moscow,,Google Play,0000-00-00 00:00:00
10685253696832266710,Grodno,,Google Search,0000-00-00 00:00:00
17714904833951903447,Ankara,,Google Play,0000-00-00 00:00:00
16079330345698519644,Nur-Sultan,,Google Play,0000-00-00 00:00:00
6455968105883305348,,,Google Play,0000-00-00 00:00:00
1657346188118629676,Vladimir,,Google Play,0000-00-00 00:00:00
2927555950608624368,Brussels,,Google Play,0000-00-00 00:00:00
16996606951970205791,Moscow,,Google Play,0000-00-00 00:00:00
18051512626528677727,Moscow,,Google Play,0000-00-00 00:00:00
2528655099453915897,Beltsi,,Google Play,0000-00-00 00:00:00
10266238076628315535,,,Google Search,0000-00-00 00:00:00
8492762974432813778,Moscow,,Google Play,0000-00-00 00:00:00
8734600191652380344,Almaty,,Google Play,0000-00-00 00:00:00
9381380783406196957,Balkhash,,Google Play,0000-00-00 00:00:00
9736908192868258636,Moscow,,unknown,0000-00-00 00:00:00
12692597425512644100,Bishkek,,Google Play,0000-00-00 00:00:00
948984301209220549,,,Google Play,0000-00-00 00:00:00
14918190232475896326,,,Google Play,0000-00-00 00:00:00
15763491153558791352,,,unknown,0000-00-00 00:00:00
8207646216262837311,,,Google Play,0000-00-00 00:00:00
13888389242538587632,Reutov,,Google Play,0000-00-00 00:00:00
17315519741311676806,,,Google Play,0000-00-00 00:00:00
18222811524002813632,Moscow,,Google Play,0000-00-00 00:00:00
13542050031918894285,Tashkent,,Google Play,0000-00-00 00:00:00
16441822388769860052,,,Google Play,0000-00-00 00:00:00
2234961479456426136,Atyrau,,Google Play,0000-00-00 00:00:00
8680437788231422398,Tashkent,,Google Play,0000-00-00 00:00:00
483040670842289772,Sevastopol,,Google Play,0000-00-00 00:00:00
3807937157518493921,Kishinev,,Google Play,0000-00-00 00:00:00
5574997339229413214,Tashkent,,Google Play,0000-00-00 00:00:00
8319611482685935292,Saint Petersburg,,Google Play,0000-00-00 00:00:00
12675528490558592232,,,Google Play,0000-00-00 00:00:00
8995978733179295124,Stavropol,,Google Play,0000-00-00 00:00:00
10866477314231414086,Moscow,,Google Play,0000-00-00 00:00:00
18083356506903941156,,,Google Play,0000-00-00 00:00:00
7376776718172274794,Vladimir,,Google Play,0000-00-00 00:00:00
13409162717125893474,Tashkent,,Google Play,0000-00-00 00:00:00
17559619158372026051,,,unknown,0000-00-00 00:00:00
3944640295810591845,,,Google Play,0000-00-00 00:00:00
14677266555091984970,Saratov,,Google Play,0000-00-00 00:00:00
16794041894165043196,Aktau,,Google Play,0000-00-00 00:00:00
17355580865051121385,,,Google Play,0000-00-00 00:00:00
11461743453181183633,Yaroslavl,,Google Play,0000-00-00 00:00:00
8626276961861335571,,,unknown,0000-00-00 00:00:00
4786211080154561025,,,Google Play,0000-00-00 00:00:00
8552243368105553104,,,Google Play,0000-00-00 00:00:00
14654146270620481698,Moscow,,Google Play,0000-00-00 00:00:00
10192550670708442009,Volgograd,,Google Play,0000-00-00 00:00:00
16361323256056236705,Nur-Sultan,,Google Play,0000-00-00 00:00:00
1750992962684900268,Kurovskoye,,Google Play,0000-00-00 00:00:00
9823283106567137302,Stavropol,,Google Play,0000-00-00 00:00:00
618501043606640658,Yerevan,,Google Play,0000-00-00 00:00:00
4711973298232727760,Saint Petersburg,,Google Play,0000-00-00 00:00:00
5673533184335439955,Tashkent,,Google Play,0000-00-00 00:00:00
11456978944663592796,Uralsk,,Google Play,0000-00-00 00:00:00
17522954189395057777,Almaty,,Google Play,0000-00-00 00:00:00
5322118968917005004,Moscow,,Google Play,0000-00-00 00:00:00
12155755517895187624,Tashkent,,Google Play,0000-00-00 00:00:00
17616042339781577458,Nur-Sultan,,Google Play,0000-00-00 00:00:00
5429034076282834050,Kishinev,,Google Play,0000-00-00 00:00:00
11398674675549857347,Kishinev,,Google Play,0000-00-00 00:00:00
8926040588773691849,Taraz,,Google Play,0000-00-00 00:00:00
9314802649870545050,Nur-Sultan,,Google Play,0000-00-00 00:00:00
15080841034997424,Kishinev,,Google Play,0000-00-00 00:00:00
10854866509448991037,,,Google Play,0000-00-00 00:00:00
1509825890212878019,Moscow,,Google Play,0000-00-00 00:00:00
1557370246720411699,Saint Petersburg,,Google Play,0000-00-00 00:00:00
11826916112962336467,,,Google Play,0000-00-00 00:00:00
16141389288277604543,Moscow,,unknown,0000-00-00 00:00:00
18197590230551932331,Strunino,,Google Play,0000-00-00 00:00:00
5487790776378304620,Saint Petersburg,,Google Play,0000-00-00 00:00:00
2839011888202461916,Anapa,,Google Play,0000-00-00 00:00:00
3081362796756868761,,,Google Play,0000-00-00 00:00:00
5913706359454889101,Baku,,Google Play,0000-00-00 00:00:00
11524103043381286491,Kostanai,,Google Play,0000-00-00 00:00:00
13139918620002867691,Yerevan,,Google Play,0000-00-00 00:00:00
15239821486002431509,Aktobe,,Google Play,0000-00-00 00:00:00
7681909154144686561,Izhevsk,,Google Play,0000-00-00 00:00:00
9999140507140948843,Dnipro,,Google Play,0000-00-00 00:00:00
10368591542458788814,Lipetsk,,Google Play,0000-00-00 00:00:00
10378727576502664885,,,Google Play,0000-00-00 00:00:00
14291764609869364331,,,Google Play,0000-00-00 00:00:00
17339324552857697431,Samara,,Google Play,0000-00-00 00:00:00
1316569028003394210,Moscow,,Google Play,0000-00-00 00:00:00
13274360052853454714,Saint Petersburg,,Google Play,0000-00-00 00:00:00
17167892891135871156,Baku,,Google Play,0000-00-00 00:00:00
4746741273366620301,Baku,,Google Search,0000-00-00 00:00:00
17635670674259318675,Bishkek,,Google Play,0000-00-00 00:00:00
105820842585399480,Tashkent,,Google Play,0000-00-00 00:00:00
4796732003018304925,Krasnodar,,Google Play,0000-00-00 00:00:00
83050760167845733,Yerevan,,Google Play,0000-00-00 00:00:00
3941235167169806709,Balkhash,,Google Play,0000-00-00 00:00:00
11209608956973298864,Moscow,,Google Play,0000-00-00 00:00:00
11587645987719362239,Nur-Sultan,,Google Play,0000-00-00 00:00:00
7745729056223606073,Izhevsk,,Google Play,0000-00-00 00:00:00
9751725846248337159,Aktau,,Google Play,0000-00-00 00:00:00
11496087564469067209,,,Google Play,0000-00-00 00:00:00
17538361895999791295,Baku,,Google Play,0000-00-00 00:00:00
17886206493019333852,,,Google Play,0000-00-00 00:00:00
3978691885469563805,Moscow,,Google Play,0000-00-00 00:00:00
15708978163134491134,Minsk,,Google Play,0000-00-00 00:00:00
12096804365211612525,Blagoveshchensk,,Google Play,0000-00-00 00:00:00
8237975739514124299,Moscow,,Google Play,0000-00-00 00:00:00
9465867296082250411,Dolgoprudniy,,Google Play,0000-00-00 00:00:00
10442571729281672130,Perm,,Google Play,0000-00-00 00:00:00
7447179779894959604,Yeongju,,Google Play,0000-00-00 00:00:00
13005955394917019113,Bishkek,,Google Play,0000-00-00 00:00:00
2806884307550723735,Kishinev,,Google Play,0000-00-00 00:00:00
5657609610290440104,Tel Aviv,,Google Play,0000-00-00 00:00:00
6219657209848513917,Nur-Sultan,,Google Play,0000-00-00 00:00:00
882977769719714980,Balkhash,,Google Play,0000-00-00 00:00:00
16919547067205700848,Grodno,,Google Play,0000-00-00 00:00:00
218436043476036364,Bishkek,,Google Play,0000-00-00 00:00:00
4446224555561695318,Simferopol,,Google Play,0000-00-00 00:00:00
17316731362033740605,,,Google Play,0000-00-00 00:00:00
2544897175364767100,Petropavlovsk,,unknown,0000-00-00 00:00:00
15184521102810270983,Ivano-Frankivsk,,Google Play,0000-00-00 00:00:00
5250967573225679496,,,Google Play,0000-00-00 00:00:00
252191428311696722,Baku,,Google Play,0000-00-00 00:00:00
3341145408723980819,London,,Google Play,0000-00-00 00:00:00
5167320911027373616,Baku,,Google Play,0000-00-00 00:00:00
14262322495578332767,Sochi,,Google Play,0000-00-00 00:00:00
159613850165738316,Ulan-Ude,,Google Play,0000-00-00 00:00:00
11923300187038966482,Nur-Sultan,,Google Play,0000-00-00 00:00:00
12535545501740138564,Tashkent,,Google Play,0000-00-00 00:00:00
10836271651036115297,Tashkent,,Google Play,0000-00-00 00:00:00
581234048582828086,Makhachkala,,Google Play,0000-00-00 00:00:00
12870472787915225354,Atyrau,,Google Play,0000-00-00 00:00:00
604910268109307842,Minsk,,Google Play,0000-00-00 00:00:00
8709599428291178709,Tashkent,,unknown,0000-00-00 00:00:00
11498633118845126662,Bishkek,,Google Play,0000-00-00 00:00:00
14276002169337439534,Bishkek,,Google Play,0000-00-00 00:00:00
15581898760316427587,,,Google Play,0000-00-00 00:00:00
1561193185018669389,Saint Petersburg,,Google Play,0000-00-00 00:00:00
10884791260780088080,Moscow,,unknown,0000-00-00 00:00:00
13127934543724624621,,,Google Play,0000-00-00 00:00:00
55603869101162680,,,Google Play,0000-00-00 00:00:00
1596899123984364409,Berlin,,Google Play,0000-00-00 00:00:00
3772352985715860695,Simferopol,,Google Play,0000-00-00 00:00:00
8090011810435161275,Baku,,Google Play,0000-00-00 00:00:00
1670144800436633537,Makhachkala,,Google Play,0000-00-00 00:00:00
4712161839423984953,Toretsk,,Google Play,0000-00-00 00:00:00
12562655886581695141,,,Google Play,0000-00-00 00:00:00
16853314775366936298,Almaty,,Google Play,0000-00-00 00:00:00
17041768698292027780,Krasnodar,,Google Play,0000-00-00 00:00:00
63072056362023665,Yerevan,,Google Play,0000-00-00 00:00:00
6097544616023028876,,,Google Play,0000-00-00 00:00:00
15783165113305380713,Saint Petersburg,,Google Play,0000-00-00 00:00:00
18192244361680505978,,,Google Play,0000-00-00 00:00:00
12117418555820617296,Afyonkarahisar,,Google Play,0000-00-00 00:00:00
7866566257688258265,Kostanai,,Google Play,0000-00-00 00:00:00
13707098700499105520,Zaporizhia,,Google Play,0000-00-00 00:00:00
4808478833703177090,Noviy Urengoy,,Google Play,0000-00-00 00:00:00
7579552026921475466,Baku,,Google Play,0000-00-00 00:00:00
14400899341658633019,Saint Petersburg,,Google Play,0000-00-00 00:00:00
15414311343452043129,,,Google Play,0000-00-00 00:00:00
8322360293730098784,Moscow,,Google Play,0000-00-00 00:00:00
10044226928932822048,,,Google Play,0000-00-00 00:00:00
13985025592223100538,,,Google Play,0000-00-00 00:00:00
17040310746946010718,Krasnodar,,Google Play,0000-00-00 00:00:00
18341980846450668922,Tashkent,,Google Play,0000-00-00 00:00:00
7681552754176048152,Kaliningrad,,Google Play,0000-00-00 00:00:00
10076608716431269537,,,Google Play,0000-00-00 00:00:00
13939534572270375351,,,Google Play,0000-00-00 00:00:00
14271927150711065788,Lviv,,Google Play,0000-00-00 00:00:00
15553157029381485994,Biysk,,Google Play,0000-00-00 00:00:00
8856194147241158896,Samara,,Google Play,0000-00-00 00:00:00
17522254673592336135,Bishkek,,Google Play,0000-00-00 00:00:00
6526006806899865138,Washington,,Google Play,0000-00-00 00:00:00
7721119217461100399,Perm,,unknown,0000-00-00 00:00:00
10416788406479272203,Moscow,,Google Play,0000-00-00 00:00:00
11878732281848618315,Kalush,,Google Play,0000-00-00 00:00:00
4679893236115387373,Minsk,,Google Play,0000-00-00 00:00:00
831299497173863300,Rostov-na-Donu,,Google Play,0000-00-00 00:00:00
3691344230110545339,Baku,,Google Play,0000-00-00 00:00:00
5794907386944643360,,,Google Play,0000-00-00 00:00:00
14661355996704500985,Yekaterinburg,,unknown,0000-00-00 00:00:00
18365786015805419304,Nur-Sultan,,Google Play,0000-00-00 00:00:00
4695980053536666552,,,Google Play,0000-00-00 00:00:00
446793133802402503,Tashkent,,Google Play,0000-00-00 00:00:00
1894654522468815448,Ufa,,Google Play,0000-00-00 00:00:00
7233117157896595271,Kaliningrad,,Google Play,0000-00-00 00:00:00
13962945454933960481,,,Google Play,0000-00-00 00:00:00
14239723562689430882,,,Google Play,0000-00-00 00:00:00
16667500873115532310,Yerevan,,Google Play,0000-00-00 00:00:00
10965032688541735484,Almaty,,Google Play,0000-00-00 00:00:00
12307108446666672688,Taraz,,Google Play,0000-00-00 00:00:00
18273761922343033656,Bishkek,,Google Play,0000-00-00 00:00:00
4073410753109434011,Pskov,,Google Play,0000-00-00 00:00:00
11702884189454517608,Ulan-Ude,,Google Play,0000-00-00 00:00:00
8531116033953542819,Rostov-na-Donu,,Google Play,0000-00-00 00:00:00
17045273258846150091,Krasnodar,,Google Play,0000-00-00 00:00:00
5971542904516951300,Tel Aviv,,unknown,0000-00-00 00:00:00
11557300774053500616,Vitebsk,,Google Play,0000-00-00 00:00:00
15097352278332140448,Almaty,,Google Play,0000-00-00 00:00:00
11662437425056210157,Dushanbe,Google Ads,ЧоПочом (com.intervale.sendme),2020-07-10 16:52:16
5387240115610256128,,Google Ads,ЧоПочом (com.intervale.sendme),2020-07-13 09:41:31
11010004268934236581,Dushanbe,Google Ads,ЧоПочом (com.intervale.sendme),2020-07-12 20:53:42
11372512363392926065,,,Google Play,0000-00-00 00:00:00
14474681288218283088,Tiraspol,,Google Play,0000-00-00 00:00:00
13588111286850140753,Balakovo,,Google Play,0000-00-00 00:00:00
9780713558919536118,Tashkent,,Google Play,0000-00-00 00:00:00
18192161924590072182,Kemerovo,,Google Play,0000-00-00 00:00:00
1823411336269391009,Tashkent,,Google Play,0000-00-00 00:00:00
14046960153402859366,Moscow,,Google Play,0000-00-00 00:00:00
5134493316993284298,Minsk,,Google Play,0000-00-00 00:00:00
9332617923856809145,Lviv,,Google Play,0000-00-00 00:00:00
8368020456443816433,,,Google Play,0000-00-00 00:00:00
6400369288160258587,Yakutsk,,Google Play,0000-00-00 00:00:00
12934678575558227496,,,Google Play,0000-00-00 00:00:00
12238825121246286018,Moscow,,Google Play,0000-00-00 00:00:00
10783382462942738262,,,Yandex Launcher,0000-00-00 00:00:00
13436963253687196303,Krasnodar,,Google Play,0000-00-00 00:00:00
9381068875825426364,,,Google Play,0000-00-00 00:00:00
8792395678248046862,,,Google Play,0000-00-00 00:00:00
3015453317778787676,Tashkent,,unknown,0000-00-00 00:00:00
18096481467330823436,Kaluga,,Google Play,0000-00-00 00:00:00
8734184440981421114,Nur-Sultan,,Google Play,0000-00-00 00:00:00
9624871492763817432,Moscow,,Google Play,0000-00-00 00:00:00
18021340278389185916,Moscow,,Google Play,0000-00-00 00:00:00
4030252003740735450,Minsk,,Google Play,0000-00-00 00:00:00
16313129652574991352,Bishkek,,Google Play,0000-00-00 00:00:00
4933434729698603773,,,Google Play,0000-00-00 00:00:00
10762375988786314680,Tashkent,,Google Play,0000-00-00 00:00:00
7228649553583830605,,,Google Play,0000-00-00 00:00:00
